model_name,quantization,activation_precision,governor,prefill_len,decode_len,input_tokens,output_tokens,prefill_latency_s,decode_latency_s,prefill_tps,decode_tps,prefill_avg_power_w,decode_avg_power_w,prefill_energy_j,decode_energy_j,prefill_energy_per_token_in,decode_energy_per_token_out,prefill_tokens_per_s_per_w,decode_tokens_per_s_per_w,prefill_avg_cpu,prefill_peak_mem_gb,prefill_max_temp_c,prefill_freq_mean_mhz,prefill_freq_min_mhz,prefill_freq_max_mhz,prefill_throttled_any,decode_avg_cpu,decode_peak_mem_gb,decode_max_temp_c,decode_freq_mean_mhz,decode_freq_min_mhz,decode_freq_max_mhz,decode_throttled_any
SmolLM2-135M,None (Full Precision),32-bit,ondemand,1024,512,199,189,0.30896544456481934,174.68207955360413,644.0849729337639,1.0819655941982427,0.0,5.557687803187803,0.0,963.30375,0.0,5.096845238095239,0.0,0.19467908823119645,100.0,1.194061279296875,85.1,1823.0224,1500.0128,2146.032,True,99.85790408525754,1.1967926025390625,87.3,1647.3053096696271,1500.009472,2256.032768,True
SmolLM2-135M,None (Full Precision),32-bit,ondemand,256,512,119,198,0.7699019908905029,214.23147821426392,154.56512829945964,0.9242339251469386,5.393085714285715,5.531266534541337,0.0,1180.4953500000001,0.0,5.962097727272728,28.65986867036675,0.1670926395203224,100.0,1.17852783203125,85.6,1629.2193024,1500.016128,2146.025344,True,99.86201157742401,1.181488037109375,87.3,1652.752928602026,1500.009472,2256.032768,True
SmolLM2-135M,None (Full Precision),32-bit,ondemand,256,512,119,257,0.7705965042114258,253.96155333518982,154.42582382563003,1.0119641994030486,5.388644444444444,5.526621621621621,0.0,1399.8812000000003,0.0,5.447008560311285,28.657638375981392,0.18310719797497518,99.66,1.1767425537109375,85.6,1629.2206336,1500.016128,2146.032,True,99.84658881376767,1.1822662353515625,87.3,1650.0880964130301,1500.009472,2256.03584,True
SmolLM2-135M,None (Full Precision),32-bit,ondemand,1024,512,199,176,0.28522825241088867,181.61129665374756,697.6868466498486,0.969102711355859,0.0,5.558374313186813,0.0,1007.4358,0.0,5.724067045454546,0.0,0.1743500269596342,99.25,1.196868896484375,86.2,1500.0144639999999,1500.0128,1500.016128,True,99.85025728987992,1.1969757080078125,87.8,1657.954184233276,1500.009472,2256.032768,True
SmolLM2-135M,None (Full Precision),32-bit,ondemand,256,512,119,88,0.998784065246582,79.93969535827637,119.14487239103181,1.100829814344409,5.501533333333333,5.5835319805194805,0.0,443.40464999999995,0.0,5.038689204545454,21.65666645499409,0.19715653428423457,99.75,1.1823883056640625,85.6,1500.0161066666667,1500.009472,1500.022656,True,99.85823754789271,1.1825408935546875,87.3,1647.2087133180075,1500.009472,2201.033984,True
SmolLM2-135M,None (Full Precision),32-bit,ondemand,256,512,119,143,0.4295694828033447,125.20008206367493,277.02154078407324,1.142171775312993,5.5133875,5.537622211538461,0.0,688.2199999999999,0.0,4.8127272727272725,50.24525136027047,0.20625671663428174,100.0,1.1825408935546875,86.2,1500.0172373333335,1500.016128,1500.019456,True,99.7998760842627,1.1825408935546875,87.3,1643.2235702403966,1500.009472,2256.019456,True
SmolLM2-135M,None (Full Precision),32-bit,ondemand,1024,512,199,195,0.7657592296600342,188.36894845962524,259.8728063497816,1.035202466195197,5.6126,5.543942020592021,4.2979002523899075,1038.5740500000006,0.02159748870547692,5.326020769230772,46.3016794978765,0.1867267843621227,100.0,1.197021484375,86.2,1500.0177706666666,1500.0128,1500.022656,True,99.81488486842105,1.197021484375,87.3,1635.307736105263,1500.009472,2256.032768,True
SmolLM2-135M,None (Full Precision),32-bit,ondemand,256,512,119,385,0.4344136714935303,387.732369184494,273.9324469022202,0.9929529505358531,0.0,5.551777542640556,0.0,2154.3812000000007,0.0,5.5957953246753265,0.0,0.1788531588143536,100.0,1.18157958984375,85.1,1715.354752,1500.0128,2146.0288,True,99.83165266106442,1.1899871826171875,87.3,1646.9324156158464,1500.009472,2256.032768,True
SmolLM2-135M,None (Full Precision),32-bit,ondemand,256,512,119,68,0.44350528717041016,40.71652603149414,268.31698165139585,1.6700835416902255,5.816544444444444,5.5070153424657535,0.0,220.16269999999994,0.0,3.2376867647058813,46.12996328218096,0.303264733768192,99.39999999999999,1.190185546875,86.7,1733.6854186666667,1500.0128,2201.027328,True,99.71535580524345,1.19036865234375,87.3,1599.8352131835206,1500.0128,2256.019456,True
SmolLM2-135M,None (Full Precision),32-bit,ondemand,1024,128,199,128,64.79833841323853,90.28353691101074,3.071066401902423,1.4177557102815437,5.551229661016949,5.5480503201024325,357.00425,495.3421499999999,1.7939912060301508,3.869860546874999,0.5532227253123272,0.25554124935466843,99.49661835748792,1.1873016357421875,87.3,1624.6180384154588,1500.009472,2256.029184,True,99.76625222024867,1.1904144287109375,87.8,1601.6758864937833,1500.009472,2256.029184,True
